event_id,timestamp,language_pair,ai_model_version,ai_model_provider,customer_tier,traffic_volume,content_type,sentence_length_words,latency_ms,user_edit_distance,quality_score
307,2026-04-07,en-fr,v1,OpenAI,free,high,marketing,17,328,0.5245,0.5063
308,2026-04-07,en-es,v1,Internal,enterprise,high,support_ticket,15,479,0.3199,0.6762
309,2026-04-07,en-de,v1,OpenAI,premium,medium,legal,63,397,0.7847,0.2016
310,2026-04-07,en-ja,v1,OpenAI,free,low,legal,58,395,0.95,0.0527
311,2026-04-07,en-pt,v1,Internal,free,low,documentation,22,410,0.2759,0.6884
312,2026-04-07,en-de,v1,Internal,free,medium,documentation,44,392,0.4907,0.4963
313,2026-04-07,en-es,v1,Gemini,enterprise,medium,legal,23,465,0.477,0.5146
314,2026-04-07,en-it,v1,Internal,enterprise,medium,legal,46,426,0.5399,0.4856
315,2026-04-07,en-ja,v1,Internal,premium,medium,documentation,46,465,0.9134,0.0637
316,2026-04-07,en-es,v1,Gemini,premium,high,documentation,28,453,0.4054,0.602
317,2026-04-07,en-de,v1,Internal,premium,medium,documentation,59,474,0.5436,0.4471
318,2026-04-07,en-el,v1,Internal,premium,high,marketing,18,420,0.5886,0.4545
319,2026-04-07,en-el,v1,Gemini,premium,high,documentation,32,533,0.479,0.5415
320,2026-04-07,en-ja,v1,OpenAI,free,low,marketing,26,434,0.95,0.0544
321,2026-04-07,en-de,v1,Internal,free,high,support_ticket,12,457,0.4276,0.5868
322,2026-04-07,en-el,v1,Internal,premium,high,documentation,29,541,0.5385,0.4095
323,2026-04-07,en-zh,v1,Gemini,enterprise,high,support_ticket,10,397,0.8125,0.1245
324,2026-04-08,en-fr,v1,Gemini,enterprise,high,support_ticket,22,520,0.4148,0.6192
325,2026-04-08,en-it,v1,OpenAI,premium,medium,documentation,41,458,0.5048,0.5394
326,2026-04-08,en-pt,v1,Internal,premium,medium,support_ticket,15,502,0.3645,0.6058
327,2026-04-08,en-zh,v1,Internal,premium,high,support_ticket,31,504,0.8512,0.1581
328,2026-04-08,en-el,v1,OpenAI,enterprise,medium,support_ticket,28,370,0.4676,0.5695
329,2026-04-08,en-es,v1,OpenAI,free,medium,documentation,57,432,0.4185,0.6168
330,2026-04-08,en-es,v1,OpenAI,enterprise,low,support_ticket,13,469,0.2274,0.7545
331,2026-04-08,en-fr,v1,OpenAI,premium,medium,documentation,48,519,0.3953,0.5842
332,2026-04-08,en-zh,v1,Internal,free,medium,legal,45,507,0.95,0.05
333,2026-04-08,en-es,v1,Gemini,enterprise,medium,documentation,35,492,0.4188,0.5713
334,2026-04-08,en-it,v1,OpenAI,premium,medium,support_ticket,21,362,0.2989,0.7445
335,2026-04-08,en-ja,v1,Internal,free,medium,documentation,80,306,0.95,0.0886
336,2026-04-08,en-it,v1,Gemini,enterprise,low,documentation,25,446,0.3544,0.6153
337,2026-04-08,en-zh,v1,OpenAI,premium,high,marketing,18,403,0.897,0.1024
338,2026-04-08,en-zh,v1,Gemini,free,medium,support_ticket,26,441,0.8242,0.2228
339,2026-04-08,en-el,v1,OpenAI,enterprise,low,marketing,16,378,0.6548,0.3006
340,2026-04-08,en-pt,v1,Gemini,free,medium,documentation,17,358,0.2649,0.7332
341,2026-04-08,en-de,v1,Internal,premium,medium,legal,50,368,0.6527,0.373
342,2026-04-08,en-ja,v1,Gemini,enterprise,medium,marketing,16,248,0.95,0.0591
343,2026-04-08,en-fr,v1,Internal,free,high,legal,32,424,0.5136,0.4898
344,2026-04-08,en-ja,v1,Gemini,free,medium,marketing,28,430,0.9119,0.0705
345,2026-04-08,en-zh,v1,OpenAI,free,high,legal,30,341,0.9324,0.1195
346,2026-04-08,en-el,v1,OpenAI,free,medium,documentation,32,503,0.6706,0.3038
347,2026-04-08,en-de,v1,OpenAI,free,medium,marketing,27,391,0.5846,0.4104
348,2026-04-08,en-es,v1,Internal,free,low,support_ticket,12,484,0.3051,0.6589
349,2026-04-08,en-el,v1,Internal,premium,low,marketing,14,387,0.5322,0.4944
350,2026-04-08,en-es,v1,Gemini,premium,medium,support_ticket,29,478,0.3771,0.6402
351,2026-04-08,en-fr,v1,OpenAI,free,medium,support_ticket,26,447,0.3441,0.6255
352,2026-04-08,en-pt,v1,Gemini,premium,medium,marketing,20,420,0.4243,0.5741
353,2026-04-08,en-fr,v1,OpenAI,free,high,support_ticket,16,486,0.3168,0.7035
354,2026-04-08,en-it,v1,OpenAI,free,low,documentation,31,472,0.4211,0.5494
355,2026-04-08,en-fr,v1,Internal,premium,medium,marketing,19,381,0.3856,0.6035
356,2026-04-08,en-es,v1,OpenAI,free,low,documentation,20,465,0.3651,0.6602
357,2026-04-08,en-fr,v1,Gemini,enterprise,low,marketing,18,530,0.4398,0.618
358,2026-04-08,en-zh,v1,OpenAI,free,high,legal,67,449,0.95,0.05
359,2026-04-08,en-de,v1,Internal,enterprise,medium,marketing,16,454,0.5593,0.4626
360,2026-04-08,en-de,v1,OpenAI,free,medium,support_ticket,28,410,0.4839,0.559
361,2026-04-08,en-fr,v1,Internal,premium,high,marketing,17,399,0.4482,0.5251
362,2026-04-08,en-es,v1,OpenAI,premium,medium,support_ticket,15,450,0.2509,0.795
363,2026-04-08,en-zh,v1,Internal,premium,medium,support_ticket,15,427,0.7222,0.2105
364,2026-04-08,en-pt,v1,Gemini,free,medium,support_ticket,24,465,0.3702,0.664
365,2026-04-08,en-zh,v1,Internal,enterprise,low,marketing,15,370,0.8925,0.1201
366,2026-04-09,en-el,v1,Internal,enterprise,high,marketing,11,424,0.6415,0.3326
367,2026-04-09,en-it,v1,Internal,premium,low,documentation,29,422,0.3541,0.6802
368,2026-04-09,en-fr,v1,OpenAI,premium,high,documentation,67,285,0.4774,0.5333
369,2026-04-09,en-pt,v1,Internal,free,medium,marketing,24,433,0.3975,0.5643
370,2026-04-09,en-ja,v1,Internal,free,medium,support_ticket,24,401,0.8192,0.1584
371,2026-04-09,en-pt,v1,Internal,enterprise,medium,legal,18,505,0.3755,0.6125
372,2026-04-09,en-el,v1,OpenAI,free,high,documentation,31,433,0.5516,0.4964
373,2026-04-09,en-el,v1,Internal,enterprise,low,marketing,23,269,0.6142,0.3219
374,2026-04-09,en-zh,v1,Gemini,free,medium,support_ticket,43,418,0.8204,0.1887
375,2026-04-09,en-fr,v1,OpenAI,free,high,marketing,14,418,0.5264,0.5044
376,2026-04-09,en-fr,v1,Internal,enterprise,high,support_ticket,24,412,0.3247,0.657
377,2026-04-09,en-de,v1,Gemini,free,medium,marketing,19,393,0.458,0.5483
378,2026-04-09,en-it,v1,OpenAI,premium,medium,marketing,31,563,0.4648,0.5206
379,2026-04-09,en-fr,v1,OpenAI,premium,medium,documentation,31,461,0.4437,0.6153
380,2026-04-09,en-es,v1,Gemini,free,medium,support_ticket,31,464,0.3353,0.7355
381,2026-04-09,en-it,v1,Gemini,enterprise,medium,support_ticket,18,483,0.3066,0.7048
382,2026-04-09,en-pt,v1,Gemini,enterprise,high,support_ticket,37,374,0.3806,0.6143
383,2026-04-09,en-it,v1,Gemini,enterprise,low,marketing,13,414,0.4348,0.5824
384,2026-04-09,en-es,v1,Internal,free,high,documentation,36,369,0.3657,0.6322
385,2026-04-09,en-zh,v1,OpenAI,free,medium,documentation,37,449,0.8557,0.16
386,2026-04-09,en-zh,v1,Internal,free,low,documentation,25,392,0.8391,0.1268
387,2026-04-09,en-de,v1,Gemini,free,low,documentation,52,568,0.519,0.4861
388,2026-04-09,en-it,v1,Gemini,free,low,support_ticket,45,471,0.3645,0.6418
389,2026-04-09,en-de,v1,Gemini,enterprise,low,support_ticket,21,344,0.3449,0.6866
390,2026-04-09,en-zh,v1,OpenAI,free,low,marketing,15,350,0.9408,0.05
391,2026-04-09,en-fr,v1,Gemini,premium,medium,marketing,24,529,0.4247,0.5413
392,2026-04-09,en-zh,v1,OpenAI,premium,high,legal,33,466,0.95,0.0816
393,2026-04-09,en-zh,v1,Gemini,enterprise,medium,marketing,11,434,0.8609,0.1755
394,2026-04-09,en-ja,v1,Gemini,free,medium,support_ticket,17,370,0.8556,0.1069
395,2026-04-09,en-pt,v1,Internal,premium,low,support_ticket,23,417,0.3525,0.6598
396,2026-04-09,en-de,v1,Internal,enterprise,medium,legal,48,388,0.6019,0.3643
397,2026-04-09,en-zh,v1,Gemini,enterprise,medium,documentation,32,406,0.95,0.0577
398,2026-04-09,en-zh,v1,Internal,enterprise,high,documentation,65,436,0.95,0.05
399,2026-04-09,en-fr,v1,Gemini,premium,medium,marketing,45,332,0.5006,0.4784
400,2026-04-09,en-zh,v1,OpenAI,free,medium,marketing,14,367,0.9203,0.0611
401,2026-04-09,en-it,v1,Gemini,premium,medium,marketing,25,466,0.4543,0.4929
402,2026-04-09,en-el,v1,OpenAI,premium,low,documentation,24,377,0.4726,0.5444
403,2026-04-09,en-fr,v1,Gemini,premium,low,marketing,15,334,0.3762,0.5991
404,2026-04-09,en-el,v1,OpenAI,free,high,support_ticket,13,481,0.4932,0.4942
405,2026-04-09,en-it,v1,Gemini,premium,medium,support_ticket,25,448,0.3371,0.6725
406,2026-04-09,en-de,v1,Gemini,premium,medium,marketing,23,481,0.4814,0.5326
407,2026-04-09,en-es,v1,Internal,premium,medium,support_ticket,36,320,0.3638,0.5808
408,2026-04-09,en-ja,v1,Gemini,free,medium,marketing,22,393,0.9096,0.1357
409,2026-04-09,en-it,v1,Gemini,enterprise,medium,marketing,26,474,0.4884,0.4771
410,2026-04-09,en-it,v1,Gemini,free,low,marketing,21,369,0.4577,0.5018
411,2026-04-10,en-es,v1,Internal,enterprise,medium,documentation,21,397,0.376,0.6343
412,2026-04-10,en-el,v1,Gemini,free,medium,documentation,36,439,0.5209,0.5275
413,2026-04-10,en-zh,v1,Internal,free,medium,marketing,16,484,0.8732,0.117
414,2026-04-10,en-fr,v1,OpenAI,free,low,marketing,25,374,0.3676,0.6205
415,2026-04-10,en-it,v1,OpenAI,premium,medium,support_ticket,16,338,0.3754,0.6568
416,2026-04-10,en-zh,v1,Gemini,premium,low,support_ticket,18,385,0.8399,0.1787
417,2026-04-10,en-el,v1,Gemini,premium,low,documentation,42,476,0.6778,0.3515
418,2026-04-10,en-es,v1,Internal,premium,medium,legal,33,389,0.4725,0.5469
419,2026-04-10,en-es,v1,Gemini,premium,high,marketing,17,488,0.3824,0.6409
420,2026-04-10,en-zh,v1,Gemini,premium,low,support_ticket,30,455,0.8578,0.1441
421,2026-04-10,en-pt,v1,Internal,free,medium,documentation,18,423,0.3071,0.6844
422,2026-04-10,en-ja,v1,Gemini,free,medium,documentation,30,521,0.9394,0.0841
423,2026-04-10,en-de,v1,OpenAI,premium,low,support_ticket,26,423,0.3937,0.6189
424,2026-04-10,en-de,v1,Internal,premium,high,support_ticket,17,358,0.3889,0.6161
425,2026-04-10,en-de,v1,Gemini,free,low,support_ticket,26,421,0.3773,0.6142
426,2026-04-10,en-el,v1,Internal,free,high,support_ticket,13,419,0.4762,0.5055
427,2026-04-10,en-es,v1,Internal,enterprise,high,support_ticket,23,532,0.3421,0.6378
428,2026-04-10,en-fr,v1,Gemini,enterprise,high,documentation,20,355,0.337,0.6112
429,2026-04-10,en-pt,v1,OpenAI,premium,medium,documentation,25,308,0.3308,0.6544
430,2026-04-10,en-es,v1,Internal,premium,high,documentation,20,462,0.2739,0.7763
431,2026-04-10,en-pt,v1,Gemini,premium,low,documentation,16,427,0.229,0.7603
432,2026-04-10,en-es,v1,Internal,free,high,support_ticket,23,420,0.3828,0.6138
433,2026-04-10,en-it,v1,Internal,premium,high,documentation,39,532,0.4211,0.6026
434,2026-04-10,en-el,v1,Internal,enterprise,high,legal,30,380,0.7087,0.2943
435,2026-04-10,en-ja,v1,OpenAI,free,medium,legal,49,486,0.95,0.05
436,2026-04-10,en-de,v1,Internal,free,low,documentation,20,536,0.4617,0.5599
437,2026-04-10,en-ja,v1,Gemini,free,medium,support_ticket,20,426,0.9047,0.0529
438,2026-04-10,en-es,v1,Gemini,premium,high,documentation,56,505,0.3347,0.6934
439,2026-04-10,en-fr,v1,OpenAI,free,high,documentation,22,291,0.3925,0.6008
440,2026-04-10,en-ja,v1,Internal,enterprise,low,documentation,49,472,0.95,0.0824
441,2026-04-10,en-ja,v1,Internal,enterprise,low,documentation,22,403,0.842,0.1652
442,2026-04-10,en-es,v1,Internal,premium,low,marketing,16,405,0.4368,0.6029
443,2026-04-10,en-de,v1,Internal,free,medium,legal,45,452,0.6426,0.3263
444,2026-04-10,en-es,v1,Internal,free,high,marketing,20,446,0.4063,0.5919
445,2026-04-10,en-el,v1,OpenAI,enterprise,low,marketing,16,364,0.5386,0.5084
446,2026-04-10,en-fr,v1,OpenAI,premium,high,documentation,60,498,0.4516,0.559
447,2026-04-11,en-fr,v1,OpenAI,free,medium,legal,36,441,0.538,0.4574
448,2026-04-11,en-ja,v1,Internal,free,low,support_ticket,31,454,0.8633,0.1145
449,2026-04-11,en-zh,v1,OpenAI,free,high,marketing,16,444,0.9005,0.117
450,2026-04-11,en-pt,v1,OpenAI,enterprise,medium,marketing,16,520,0.4722,0.5494
451,2026-04-11,en-el,v1,Internal,free,medium,marketing,23,415,0.6438,0.3379
452,2026-04-11,en-fr,v1,Internal,enterprise,medium,marketing,11,543,0.4565,0.5458
453,2026-04-11,en-it,v1,Gemini,free,medium,documentation,37,387,0.3565,0.642
454,2026-04-11,en-ja,v1,Internal,free,low,documentation,83,385,0.95,0.05
455,2026-04-11,en-ja,v1,Internal,free,high,marketing,29,468,0.95,0.05
456,2026-04-11,en-el,v1,Internal,enterprise,medium,marketing,13,392,0.5764,0.368
457,2026-04-11,en-ja,v1,Internal,free,low,support_ticket,20,382,0.8848,0.0887
458,2026-04-11,en-zh,v1,Gemini,enterprise,high,legal,34,457,0.95,0.0718
459,2026-04-11,en-pt,v1,OpenAI,premium,medium,legal,30,500,0.4731,0.534
460,2026-04-11,en-de,v1,OpenAI,premium,high,legal,38,331,0.5927,0.45
461,2026-04-11,en-es,v1,Internal,free,high,marketing,19,463,0.4559,0.5628
462,2026-04-11,en-it,v1,Internal,free,high,support_ticket,22,444,0.3457,0.6414
463,2026-04-11,en-ja,v1,Internal,premium,high,marketing,12,428,0.872,0.1427
464,2026-04-11,en-ja,v1,Gemini,enterprise,medium,legal,95,456,0.95,0.05
465,2026-04-11,en-es,v1,Gemini,premium,medium,documentation,29,436,0.3052,0.6584
466,2026-04-11,en-fr,v1,OpenAI,premium,low,support_ticket,21,340,0.2653,0.7732
467,2026-04-11,en-de,v1,OpenAI,premium,high,legal,31,366,0.5852,0.3925
468,2026-04-11,en-es,v1,Internal,free,low,marketing,22,403,0.4186,0.5955
469,2026-04-11,en-fr,v1,Gemini,free,medium,documentation,25,446,0.4071,0.6065
470,2026-04-11,en-fr,v1,Internal,enterprise,high,support_ticket,30,503,0.3705,0.6364
471,2026-04-11,en-zh,v1,Gemini,premium,medium,documentation,44,397,0.95,0.0521
472,2026-04-11,en-de,v1,OpenAI,premium,medium,documentation,29,374,0.3811,0.5677
473,2026-04-11,en-el,v1,OpenAI,premium,medium,documentation,47,497,0.5648,0.4268
474,2026-04-11,en-ja,v1,OpenAI,premium,medium,support_ticket,18,343,0.8561,0.1559
475,2026-04-11,en-fr,v1,Gemini,premium,medium,marketing,22,490,0.4521,0.5757
476,2026-04-11,en-fr,v1,Gemini,premium,low,support_ticket,13,452,0.3514,0.6813
477,2026-04-11,en-de,v1,OpenAI,premium,medium,legal,24,308,0.5869,0.3848
478,2026-04-11,en-fr,v1,Internal,enterprise,medium,marketing,18,390,0.5252,0.4605
479,2026-04-11,en-el,v1,OpenAI,premium,medium,support_ticket,20,356,0.4453,0.5799
480,2026-04-11,en-it,v1,OpenAI,premium,medium,marketing,20,262,0.4842,0.4908
481,2026-04-11,en-es,v1,Internal,free,low,documentation,31,405,0.3338,0.7007
482,2026-04-11,en-es,v1,OpenAI,premium,high,support_ticket,19,493,0.3606,0.6374
483,2026-04-11,en-it,v1,Gemini,premium,medium,documentation,37,352,0.4031,0.5679
484,2026-04-11,en-fr,v1,Gemini,free,medium,documentation,38,411,0.431,0.5594
485,2026-04-11,en-it,v1,Internal,premium,low,documentation,66,279,0.4689,0.5283
486,2026-04-11,en-ja,v1,Internal,free,low,documentation,26,399,0.8341,0.1687
487,2026-04-11,en-el,v1,Internal,enterprise,medium,marketing,20,462,0.5653,0.3991
488,2026-04-11,en-el,v1,Gemini,enterprise,high,marketing,32,453,0.6642,0.3363
489,2026-04-11,en-ja,v1,Internal,free,low,support_ticket,25,439,0.832,0.129
490,2026-04-11,en-fr,v1,Internal,free,low,marketing,27,423,0.4335,0.5371
491,2026-04-11,en-ja,v1,OpenAI,premium,medium,support_ticket,13,356,0.7472,0.2716
492,2026-04-11,en-el,v1,Gemini,enterprise,high,documentation,39,459,0.6064,0.3479
493,2026-04-11,en-it,v1,Internal,premium,medium,marketing,12,330,0.3732,0.6674
494,2026-04-11,en-el,v1,Gemini,free,medium,marketing,16,380,0.5958,0.4109
495,2026-04-11,en-ja,v1,Gemini,free,medium,marketing,22,473,0.95,0.0737
496,2026-04-11,en-it,v1,Internal,free,medium,support_ticket,28,485,0.3758,0.6361
497,2026-04-11,en-es,v1,OpenAI,enterprise,medium,support_ticket,36,401,0.3652,0.6097
498,2026-04-12,en-zh,v1,Gemini,free,high,support_ticket,11,417,0.795,0.1832
499,2026-04-12,en-pt,v1,OpenAI,free,medium,marketing,25,374,0.3424,0.6871
500,2026-04-12,en-es,v1,OpenAI,enterprise,high,documentation,41,405,0.362,0.6139
501,2026-04-12,en-de,v1,Internal,free,medium,support_ticket,12,434,0.4099,0.6412
502,2026-04-12,en-pt,v1,Internal,free,medium,marketing,23,439,0.4624,0.5299
503,2026-04-12,en-de,v1,OpenAI,free,medium,support_ticket,14,491,0.4248,0.548
504,2026-04-12,en-de,v1,OpenAI,premium,medium,legal,59,480,0.627,0.3657
505,2026-04-12,en-ja,v1,Internal,free,medium,marketing,19,505,0.95,0.05
506,2026-04-12,en-de,v1,Gemini,premium,medium,support_ticket,24,461,0.4415,0.6101
507,2026-04-12,en-ja,v1,Internal,free,high,documentation,31,431,0.9077,0.1031
508,2026-04-12,en-pt,v1,OpenAI,free,medium,support_ticket,17,409,0.3411,0.6648
509,2026-04-12,en-de,v1,Internal,premium,medium,marketing,13,551,0.5098,0.4897
510,2026-04-12,en-el,v1,OpenAI,premium,low,documentation,34,362,0.5,0.4955
511,2026-04-12,en-zh,v1,OpenAI,free,medium,documentation,47,443,0.893,0.0907
512,2026-04-12,en-pt,v1,OpenAI,free,medium,documentation,47,455,0.4296,0.5674
513,2026-04-12,en-de,v1,Internal,premium,medium,marketing,19,370,0.5362,0.4616
514,2026-04-12,en-es,v1,OpenAI,free,medium,marketing,17,347,0.4762,0.499
515,2026-04-12,en-fr,v1,Internal,enterprise,medium,documentation,51,424,0.4762,0.5127
516,2026-04-12,en-es,v1,Internal,premium,medium,marketing,15,556,0.4415,0.5604
517,2026-04-12,en-es,v1,Gemini,free,high,documentation,42,446,0.4218,0.5716
518,2026-04-12,en-it,v1,Gemini,free,low,support_ticket,19,274,0.3724,0.6659
519,2026-04-12,en-el,v1,Internal,free,low,support_ticket,17,371,0.5371,0.4446
520,2026-04-12,en-el,v1,OpenAI,premium,low,marketing,14,360,0.638,0.3727
521,2026-04-12,en-de,v1,Gemini,free,low,marketing,16,481,0.466,0.511
522,2026-04-12,en-it,v1,OpenAI,enterprise,low,marketing,29,359,0.4716,0.5376
523,2026-04-12,en-de,v1,OpenAI,premium,medium,legal,42,309,0.6789,0.3239
524,2026-04-12,en-ja,v1,Internal,enterprise,low,documentation,58,369,0.95,0.05
525,2026-04-12,en-es,v1,Gemini,enterprise,low,documentation,41,340,0.3226,0.6934
526,2026-04-12,en-ja,v1,Internal,free,high,legal,33,450,0.95,0.0818
527,2026-04-12,en-ja,v1,Internal,enterprise,medium,support_ticket,16,389,0.8118,0.2005
528,2026-04-12,en-ja,v1,OpenAI,free,high,legal,49,561,0.95,0.05
529,2026-04-12,en-el,v1,Internal,enterprise,medium,marketing,37,469,0.7076,0.3096
530,2026-04-12,en-es,v1,Gemini,enterprise,medium,documentation,19,439,0.2357,0.7401
531,2026-04-12,en-pt,v1,OpenAI,enterprise,medium,support_ticket,20,473,0.3204,0.7133
532,2026-04-12,en-pt,v1,Internal,premium,high,support_ticket,20,502,0.3146,0.7217
533,2026-04-12,en-pt,v1,Internal,free,high,support_ticket,26,348,0.4822,0.4971
534,2026-04-12,en-it,v1,OpenAI,premium,high,marketing,24,462,0.5023,0.4689
535,2026-04-12,en-it,v1,OpenAI,free,low,support_ticket,23,458,0.344,0.657
536,2026-04-12,en-el,v1,Gemini,free,high,documentation,26,418,0.555,0.4515
537,2026-04-12,en-de,v1,Internal,free,medium,marketing,15,309,0.5292,0.4471
538,2026-04-12,en-ja,v1,Gemini,premium,medium,documentation,30,487,0.9181,0.0679
539,2026-04-12,en-de,v1,OpenAI,free,medium,support_ticket,24,408,0.4821,0.4798
540,2026-04-12,en-it,v1,OpenAI,premium,low,marketing,15,405,0.462,0.5267
541,2026-04-12,en-fr,v1,Gemini,enterprise,high,documentation,29,521,0.364,0.6145
542,2026-04-13,en-es,v1,Gemini,premium,medium,support_ticket,16,424,0.3677,0.6459
543,2026-04-13,en-ja,v1,Internal,premium,low,support_ticket,18,376,0.9143,0.0678
544,2026-04-13,en-pt,v1,OpenAI,free,medium,documentation,39,439,0.2705,0.7306
545,2026-04-13,en-it,v1,Internal,free,low,support_ticket,21,387,0.3701,0.6015
546,2026-04-13,en-ja,v1,OpenAI,free,low,documentation,36,393,0.878,0.1533
547,2026-04-13,en-ja,v1,Internal,free,medium,legal,31,481,0.95,0.0673
548,2026-04-13,en-pt,v1,OpenAI,free,high,marketing,16,487,0.3183,0.6793
549,2026-04-13,en-el,v1,Gemini,free,high,documentation,15,451,0.5358,0.4582
550,2026-04-13,en-ja,v1,Internal,premium,low,documentation,26,398,0.933,0.0536
551,2026-04-13,en-es,v1,OpenAI,free,low,legal,38,478,0.4066,0.6068
552,2026-04-13,en-es,v1,Gemini,free,medium,marketing,14,526,0.3539,0.6724
553,2026-04-13,en-zh,v1,OpenAI,premium,high,legal,30,438,0.95,0.0642
554,2026-04-13,en-de,v1,Internal,premium,medium,marketing,22,515,0.4517,0.5538
555,2026-04-13,en-fr,v1,Internal,premium,high,documentation,38,392,0.408,0.5616
556,2026-04-13,en-de,v1,Gemini,free,medium,documentation,60,496,0.5263,0.4577
557,2026-04-13,en-es,v1,Internal,free,low,documentation,33,374,0.3961,0.599
558,2026-04-13,en-it,v1,Internal,premium,high,marketing,28,465,0.512,0.4453
559,2026-04-13,en-el,v1,Internal,premium,high,support_ticket,13,330,0.494,0.5044
560,2026-04-13,en-es,v1,Gemini,enterprise,low,marketing,35,394,0.4957,0.5289
561,2026-04-13,en-zh,v1,Gemini,free,high,documentation,34,426,0.8191,0.1486
562,2026-04-13,en-fr,v1,Gemini,premium,medium,support_ticket,16,339,0.3289,0.6833
563,2026-04-13,en-el,v1,OpenAI,free,medium,support_ticket,17,442,0.522,0.4764
564,2026-04-13,en-it,v1,OpenAI,premium,medium,marketing,17,565,0.4183,0.5572
565,2026-04-13,en-ja,v1,Gemini,free,medium,marketing,14,435,0.95,0.05
566,2026-04-13,en-pt,v1,Internal,enterprise,medium,legal,55,423,0.5578,0.4229
567,2026-04-13,en-zh,v1,Internal,free,medium,documentation,64,375,0.8993,0.0716
568,2026-04-13,en-zh,v1,OpenAI,enterprise,high,documentation,38,330,0.8525,0.1801
569,2026-04-13,en-ja,v1,Internal,enterprise,high,documentation,45,364,0.8971,0.121
570,2026-04-13,en-el,v1,OpenAI,premium,medium,marketing,18,468,0.658,0.3373
571,2026-04-13,en-es,v1,OpenAI,premium,high,support_ticket,15,411,0.3218,0.6804
572,2026-04-13,en-el,v1,OpenAI,free,medium,documentation,27,474,0.6119,0.3968
573,2026-04-13,en-fr,v1,OpenAI,free,medium,marketing,13,353,0.446,0.5747
574,2026-04-13,en-es,v1,Internal,premium,high,marketing,21,258,0.4235,0.6138
575,2026-04-13,en-fr,v1,Gemini,premium,low,legal,37,526,0.5486,0.5001
576,2026-04-13,en-el,v1,Gemini,enterprise,medium,documentation,43,439,0.5545,0.4387
577,2026-04-13,en-de,v1,Internal,free,low,support_ticket,27,413,0.4576,0.5917
578,2026-04-13,en-es,v1,Gemini,free,medium,legal,69,366,0.5988,0.328
579,2026-04-13,en-fr,v1,Internal,free,medium,support_ticket,23,402,0.4155,0.5986
