telemetry_id,vessel_name,vessel_type,speed_knots,beaufort_scale,cargo_weight_tons,route_status,timestamp,fuel_consumption_mt
TEL-10241,MV Fleet_06,Tanker,10.09,4.0,41812,Underway,2026-05-27 04:41:43.203853,7.03
TEL-10242,MV Fleet_08,Container,11.77,3.0,35294,Underway,2026-05-27 04:56:43.203853,7.25
TEL-10243,MV Fleet_20,Container,22.92,7.0,41201,Underway,2026-05-27 05:11:43.203853,19.66
TEL-10244,MV Fleet_03,LNG Carrier,21.75,3.0,44479,Underway,2026-05-27 05:26:43.203853,10.37
TEL-10245,MV Fleet_16,Container,19.36,1.0,12384,Moored,2026-05-27 05:41:43.203853,7.46
TEL-10246,MV Fleet_03,Bulk Carrier,15.72,2.0,22261,Moored,2026-05-27 05:56:43.203853,6.61
TEL-10247,MV Fleet_18,LNG Carrier,16.33,4.0,8059,Anchored,2026-05-27 06:11:43.203853,12.37
TEL-10248,MV Fleet_14,LNG Carrier,23.6,1.0,36734,Underway,2026-05-27 06:26:43.203853,8.72
TEL-10249,MV Fleet_18,Tanker,23.45,1.0,28391,Underway,2026-05-27 06:41:43.203853,10.98
TEL-10250,MV Fleet_02,Container,11.44,8.0,20915,Underway,2026-05-27 06:56:43.203853,14.44
TEL-10251,MV Fleet_03,Container,20.98,7.0,45281,Anchored,2026-05-27 07:11:43.203853,17.38
TEL-10252,MV Fleet_16,Bulk Carrier,11.16,8.0,39442,Underway,2026-05-27 07:26:43.203853,15.4
TEL-10253,MV Fleet_09,Tanker,11.42,4.0,47568,Underway,2026-05-27 07:41:43.203853,7.94
TEL-10254,MV Fleet_04,Tanker,18.82,6.0,30793,Anchored,2026-05-27 07:56:43.203853,15.03
TEL-10255,MV Fleet_01,LNG Carrier,14.48,3.0,36989,Underway,2026-05-27 08:11:43.203853,9.93
TEL-10256,MV Fleet_04,LNG Carrier,22.9,8.0,30305,Underway,2026-05-27 08:26:43.203853,19.03
TEL-10257,MV Fleet_01,LNG Carrier,9.42,4.0,21767,Underway,2026-05-27 08:41:43.203853,8.22
TEL-10258,MV Fleet_14,Bulk Carrier,16.18,3.0,43652,Underway,2026-05-27 08:56:43.203853,10.36
TEL-10259,MV Fleet_16,Bulk Carrier,22.7,4.0,23196,Underway,2026-05-27 09:11:43.203853,14.78
TEL-10260,MV Fleet_20,LNG Carrier,22.47,6.0,23708,Underway,2026-05-27 09:26:43.203853,18.86
TEL-10261,MV Fleet_08,Tanker,10.5,7.0,18383,Moored,2026-05-27 09:41:43.203853,12.5
TEL-10262,MV Fleet_07,Bulk Carrier,13.87,7.0,10248,Underway,2026-05-27 09:56:43.203853,15.0
TEL-10263,MV Fleet_03,Tanker,17.91,4.0,41197,Underway,2026-05-27 10:11:43.203853,13.05
TEL-10264,MV Fleet_17,Tanker,10.55,8.0,31440,Underway,2026-05-27 10:26:43.203853,11.66
TEL-10265,MV Fleet_01,Container,23.49,7.0,26230,Underway,2026-05-27 10:41:43.203853,18.45
TEL-10266,MV Fleet_16,LNG Carrier,22.64,2.0,34654,Moored,2026-05-27 10:56:43.203853,11.61
TEL-10267,MV Fleet_12,Container,10.67,8.0,21611,Underway,2026-05-27 11:11:43.203853,15.62
TEL-10268,MV Fleet_19,LNG Carrier,9.94,9.0,27457,Anchored,2026-05-27 11:26:43.203853,15.85
TEL-10269,MV Fleet_14,LNG Carrier,9.37,5.0,15256,Underway,2026-05-27 11:41:43.203853,11.39
TEL-10270,MV Fleet_06,Tanker,22.55,4.0,45971,Underway,2026-05-27 11:56:43.203853,13.19
TEL-10271,MV Fleet_06,LNG Carrier,11.1,4.0,45533,Moored,2026-05-27 12:11:43.203853,6.54
TEL-10272,MV Fleet_13,Tanker,14.66,4.0,39290,Underway,2026-05-27 12:26:43.203853,11.03
TEL-10273,MV Fleet_19,Tanker,15.18,6.0,38459,Underway,2026-05-27 12:41:43.203853,12.91
TEL-10274,MV Fleet_08,LNG Carrier,17.58,4.0,33281,Underway,2026-05-27 12:56:43.203853,9.97
TEL-10275,MV Fleet_02,Tanker,9.15,7.0,6739,Anchored,2026-05-27 13:11:43.203853,14.79
TEL-10276,MV Fleet_01,Tanker,11.63,7.0,6525,Anchored,2026-05-27 13:26:43.203853,14.21
TEL-10277,MV Fleet_15,Tanker,22.9,5.0,21453,Anchored,2026-05-27 13:41:43.203853,16.68
TEL-10278,MV Fleet_01,Bulk Carrier,22.53,5.0,11251,Underway,2026-05-27 13:56:43.203853,17.87
TEL-10279,MV Fleet_05,Tanker,20.5,8.0,48208,Underway,2026-05-27 14:11:43.203853,18.21
TEL-10280,MV Fleet_16,Bulk Carrier,8.31,7.0,24507,Underway,2026-05-27 14:26:43.203853,14.08
TEL-10281,MV Fleet_19,Bulk Carrier,13.23,7.0,18860,Underway,2026-05-27 14:41:43.203853,14.35
TEL-10282,MV Fleet_04,Tanker,18.05,6.0,26108,Underway,2026-05-27 14:56:43.203853,13.59
TEL-10283,MV Fleet_03,Tanker,12.4,7.0,32906,Underway,2026-05-27 15:11:43.203853,13.38
TEL-10284,MV Fleet_17,Bulk Carrier,22.55,7.0,12649,Underway,2026-05-27 15:26:43.203853,18.77
TEL-10285,MV Fleet_17,Bulk Carrier,18.14,2.0,39055,Underway,2026-05-27 15:41:43.203853,10.19
TEL-10286,MV Fleet_12,Tanker,9.15,2.0,18193,Anchored,2026-05-27 15:56:43.203853,2.7
TEL-10287,MV Fleet_14,Tanker,22.54,7.0,36022,Moored,2026-05-27 16:11:43.203853,15.86
TEL-10288,MV Fleet_06,LNG Carrier,23.32,7.0,36656,Underway,2026-05-27 16:26:43.203853,17.78
TEL-10289,MV Fleet_03,Bulk Carrier,9.24,7.0,46535,Underway,2026-05-27 16:41:43.203853,12.15
TEL-10290,MV Fleet_09,Bulk Carrier,16.52,5.0,20913,Underway,2026-05-27 16:56:43.203853,13.28
TEL-10291,MV Fleet_05,LNG Carrier,12.85,1.0,20629,Underway,2026-05-27 17:11:43.203853,3.88
TEL-10292,MV Fleet_17,Bulk Carrier,14.29,2.0,35692,Underway,2026-05-27 17:26:43.203853,7.3
TEL-10293,MV Fleet_14,Container,10.87,9.0,9954,Moored,2026-05-27 17:41:43.203853,18.21
TEL-10294,MV Fleet_03,Bulk Carrier,17.25,8.0,38512,Underway,2026-05-27 17:56:43.203853,14.52
TEL-10295,MV Fleet_01,LNG Carrier,23.33,8.0,15719,Underway,2026-05-27 18:11:43.203853,20.26
TEL-10296,MV Fleet_20,Container,16.05,1.0,32649,Underway,2026-05-27 18:26:43.203853,9.61
TEL-10297,MV Fleet_01,Tanker,9.33,6.0,17402,Underway,2026-05-27 18:41:43.203853,9.72
TEL-10298,MV Fleet_03,LNG Carrier,17.92,9.0,42344,Underway,2026-05-27 18:56:43.203853,17.68
TEL-10299,MV Fleet_18,LNG Carrier,13.44,8.0,14216,Underway,2026-05-27 19:11:43.203853,16.1
TEL-10300,MV Fleet_10,Tanker,21.69,3.0,36050,Underway,2026-05-27 19:26:43.203853,11.18
TEL-10301,MV Fleet_03,LNG Carrier,14.95,4.0,35272,Underway,2026-05-27 19:41:43.203853,11.59
TEL-10302,MV Fleet_08,Bulk Carrier,11.09,3.0,10050,Underway,2026-05-27 19:56:43.203853,10.6
TEL-10303,MV Fleet_14,Tanker,11.06,6.0,7438,Underway,2026-05-27 20:11:43.203853,11.49
TEL-10304,MV Fleet_18,LNG Carrier,20.3,9.0,48150,Underway,2026-05-27 20:26:43.203853,24.29
TEL-10305,MV Fleet_15,Tanker,12.25,8.0,46587,Underway,2026-05-27 20:41:43.203853,14.15
TEL-10306,MV Fleet_02,Tanker,20.28,4.0,21760,Moored,2026-05-27 20:56:43.203853,12.42
TEL-10307,MV Fleet_10,Tanker,11.29,2.0,17078,Underway,2026-05-27 21:11:43.203853,4.02
TEL-10308,MV Fleet_02,Container,13.15,8.0,21473,Underway,2026-05-27 21:26:43.203853,14.52
TEL-10309,MV Fleet_17,LNG Carrier,15.45,8.0,48815,Anchored,2026-05-27 21:41:43.203853,15.84
TEL-10310,MV Fleet_08,Container,23.09,6.0,14257,Underway,2026-05-27 21:56:43.203853,17.94
TEL-10311,MV Fleet_01,LNG Carrier,22.91,8.0,27450,Anchored,2026-05-27 22:11:43.203853,18.34
TEL-10312,MV Fleet_09,Bulk Carrier,11.31,9.0,30634,Moored,2026-05-27 22:26:43.203853,15.2
TEL-10313,MV Fleet_11,Bulk Carrier,13.73,1.0,33648,Underway,2026-05-27 22:41:43.203853,4.2
TEL-10314,MV Fleet_16,Bulk Carrier,10.39,9.0,32176,Anchored,2026-05-27 22:56:43.203853,16.98
TEL-10315,MV Fleet_07,LNG Carrier,16.16,2.0,15296,Underway,2026-05-27 23:11:43.203853,7.71
TEL-10316,MV Fleet_10,Tanker,15.37,1.0,26959,Underway,2026-05-27 23:26:43.203853,5.84
TEL-10317,MV Fleet_03,Tanker,22.41,8.0,19570,Anchored,2026-05-27 23:41:43.203853,20.03
TEL-10318,MV Fleet_18,Container,22.88,8.0,40423,Moored,2026-05-27 23:56:43.203853,17.57
TEL-10319,MV Fleet_13,Container,14.14,4.0,19727,Underway,2026-05-28 00:11:43.203853,12.02
TEL-10320,MV Fleet_07,Bulk Carrier,15.87,8.0,22899,Underway,2026-05-28 00:26:43.203853,15.01
TEL-10321,MV Fleet_04,Container,22.34,7.0,40785,Underway,2026-05-28 00:41:43.203853,19.7
TEL-10322,MV Fleet_13,LNG Carrier,20.91,2.0,45111,Underway,2026-05-28 00:56:43.203853,9.69
TEL-10323,MV Fleet_20,LNG Carrier,8.06,5.0,17339,Underway,2026-05-28 01:11:43.203853,7.97
TEL-10324,MV Fleet_01,Container,13.12,4.0,39341,Moored,2026-05-28 01:26:43.203853,10.75
TEL-10325,MV Fleet_08,Container,14.75,3.0,10597,Underway,2026-05-28 01:41:43.203853,6.59
TEL-10326,MV Fleet_14,Container,11.68,1.0,32112,Underway,2026-05-28 01:56:43.203853,2.45
TEL-10327,MV Fleet_16,Container,11.19,5.0,41694,Underway,2026-05-28 02:11:43.203853,10.16
TEL-10328,MV Fleet_14,Bulk Carrier,8.6,8.0,15244,Underway,2026-05-28 02:26:43.203853,13.83
TEL-10329,MV Fleet_12,Bulk Carrier,18.29,9.0,8796,Underway,2026-05-28 02:41:43.203853,20.32
TEL-10330,MV Fleet_19,Container,12.2,7.0,46591,Underway,2026-05-28 02:56:43.203853,14.39
TEL-10331,MV Fleet_15,LNG Carrier,8.84,1.0,15053,Anchored,2026-05-28 03:11:43.203853,3.02
TEL-10332,MV Fleet_02,Bulk Carrier,11.7,1.0,33528,Underway,2026-05-28 03:26:43.203853,4.27
TEL-10333,MV Fleet_02,LNG Carrier,20.83,,23648,Underway,2026-05-28 03:41:43.203853,8.26
TEL-10334,MV Fleet_19,Tanker,21.62,2.0,23431,Underway,2026-05-28 03:56:43.203853,12.56
TEL-10335,MV Fleet_17,LNG Carrier,15.73,1.0,5535,Underway,2026-05-28 04:11:43.203853,4.36
TEL-10336,MV Fleet_20,Container,14.66,4.0,45652,Underway,2026-05-28 04:26:43.203853,9.89
TEL-10337,MV Fleet_10,Tanker,23.65,9.0,49493,Anchored,2026-05-28 04:41:43.203853,23.32
TEL-10338,MV Fleet_06,Bulk Carrier,11.21,4.0,11881,Underway,2026-05-28 04:56:43.203853,10.1
TEL-10339,MV Fleet_15,Bulk Carrier,11.45,4.0,24481,Underway,2026-05-28 05:11:43.203853,7.52
TEL-10340,MV Fleet_11,Tanker,12.67,7.0,47235,Anchored,2026-05-28 05:26:43.203853,12.04
TEL-10341,MV Fleet_05,LNG Carrier,10.76,9.0,40841,Moored,2026-05-28 05:41:43.203853,13.91
TEL-10342,MV Fleet_01,Bulk Carrier,14.07,7.0,6025,Underway,2026-05-28 05:56:43.203853,13.57
TEL-10343,MV Fleet_08,Container,22.57,1.0,35869,Underway,2026-05-28 06:11:43.203853,9.88
TEL-10344,MV Fleet_12,Tanker,17.85,1.0,39819,Underway,2026-05-28 06:26:43.203853,6.16
TEL-10345,MV Fleet_12,Container,14.59,4.0,35192,Underway,2026-05-28 06:41:43.203853,10.86
TEL-10346,MV Fleet_05,Tanker,22.95,4.0,8621,Underway,2026-05-28 06:56:43.203853,14.13
TEL-10347,MV Fleet_07,Bulk Carrier,8.78,1.0,35566,Moored,2026-05-28 07:11:43.203853,4.02
TEL-10348,MV Fleet_04,LNG Carrier,11.36,6.0,25947,Underway,2026-05-28 07:26:43.203853,11.71
TEL-10349,MV Fleet_06,Tanker,17.05,2.0,19405,Underway,2026-05-28 07:41:43.203853,5.44
TEL-10350,MV Fleet_13,Tanker,17.85,5.0,9403,Underway,2026-05-28 07:56:43.203853,11.14
TEL-10351,MV Fleet_20,Container,8.63,8.0,41091,Moored,2026-05-28 08:11:43.203853,15.3
TEL-10352,MV Fleet_15,Bulk Carrier,14.45,3.0,27525,Underway,2026-05-28 08:26:43.203853,6.84
TEL-10353,MV Fleet_03,Container,18.39,9.0,10017,Underway,2026-05-28 08:41:43.203853,20.43
TEL-10354,MV Fleet_08,Bulk Carrier,19.17,7.0,44203,Anchored,2026-05-28 08:56:43.203853,16.75
TEL-10355,MV Fleet_20,Container,18.21,9.0,24729,Underway,2026-05-28 09:11:43.203853,17.58
TEL-10356,MV Fleet_16,Tanker,13.13,1.0,33430,Underway,2026-05-28 09:26:43.203853,5.81
TEL-10357,MV Fleet_13,Container,9.5,5.0,43584,Underway,2026-05-28 09:41:43.203853,8.62
TEL-10358,MV Fleet_18,LNG Carrier,14.83,3.0,42372,Moored,2026-05-28 09:56:43.203853,8.64
TEL-10359,MV Fleet_10,Bulk Carrier,10.06,4.0,41192,Moored,2026-05-28 10:11:43.203853,7.71
TEL-10360,MV Fleet_19,Bulk Carrier,23.16,4.0,19628,Underway,2026-05-28 10:26:43.203853,10.3
TEL-10361,MV Fleet_17,Tanker,15.6,7.0,49629,Underway,2026-05-28 10:41:43.203853,15.78
TEL-10362,MV Fleet_19,Bulk Carrier,13.08,8.0,17501,Underway,2026-05-28 10:56:43.203853,16.32
TEL-10363,MV Fleet_05,LNG Carrier,20.26,5.0,35131,Underway,2026-05-28 11:11:43.203853,13.42
TEL-10364,MV Fleet_09,Container,15.97,7.0,28566,Underway,2026-05-28 11:26:43.203853,15.91
TEL-10365,MV Fleet_12,Tanker,12.96,3.0,28824,Underway,2026-05-28 11:41:43.203853,6.31
TEL-10366,MV Fleet_01,LNG Carrier,20.99,3.0,7812,Anchored,2026-05-28 11:56:43.203853,10.29
TEL-10367,MV Fleet_01,Bulk Carrier,21.87,3.0,37812,Underway,2026-05-28 12:11:43.203853,12.44
TEL-10368,MV Fleet_15,Bulk Carrier,18.77,4.0,32326,Underway,2026-05-28 12:26:43.203853,10.8
TEL-10369,MV Fleet_02,LNG Carrier,8.75,6.0,14402,Moored,2026-05-28 12:41:43.203853,10.4
TEL-10370,MV Fleet_16,Container,17.06,5.0,31325,Underway,2026-05-28 12:56:43.203853,11.06
TEL-10371,MV Fleet_08,Container,20.21,8.0,46553,Underway,2026-05-28 13:11:43.203853,16.7
TEL-10372,MV Fleet_13,Tanker,10.18,5.0,31000,Underway,2026-05-28 13:26:43.203853,9.88
TEL-10373,MV Fleet_01,Bulk Carrier,11.66,5.0,29259,Anchored,2026-05-28 13:41:43.203853,10.43
TEL-10374,MV Fleet_16,LNG Carrier,22.12,2.0,6926,Underway,2026-05-28 13:56:43.203853,10.76
TEL-10375,MV Fleet_07,Container,8.32,5.0,5856,Anchored,2026-05-28 14:11:43.203853,8.53
TEL-10376,MV Fleet_05,Tanker,20.04,7.0,10988,Underway,2026-05-28 14:26:43.203853,15.98
TEL-10377,MV Fleet_03,Bulk Carrier,15.58,2.0,13743,Underway,2026-05-28 14:41:43.203853,5.64
TEL-10378,MV Fleet_12,Bulk Carrier,15.15,6.0,9138,Underway,2026-05-28 14:56:43.203853,11.38
TEL-10379,MV Fleet_16,Tanker,8.11,7.0,48848,Moored,2026-05-28 15:11:43.203853,11.0
TEL-10380,MV Fleet_19,Tanker,21.11,5.0,21082,Underway,2026-05-28 15:26:43.203853,16.17
TEL-10381,MV Fleet_05,Container,13.76,9.0,38374,Underway,2026-05-28 15:41:43.203853,17.3
TEL-10382,MV Fleet_14,LNG Carrier,16.65,4.0,13863,Moored,2026-05-28 15:56:43.203853,11.31
TEL-10383,MV Fleet_05,Bulk Carrier,18.84,1.0,42790,Underway,2026-05-28 16:11:43.203853,5.5
TEL-10384,MV Fleet_15,LNG Carrier,19.24,8.0,34807,Anchored,2026-05-28 16:26:43.203853,18.38
TEL-10385,MV Fleet_17,Bulk Carrier,23.3,8.0,27118,Underway,2026-05-28 16:41:43.203853,20.95
TEL-10386,MV Fleet_14,Bulk Carrier,16.5,7.0,10149,Underway,2026-05-28 16:56:43.203853,17.58
TEL-10387,MV Fleet_20,LNG Carrier,14.4,8.0,43079,Underway,2026-05-28 17:11:43.203853,15.7
TEL-10388,MV Fleet_05,Tanker,23.26,2.0,7484,Anchored,2026-05-28 17:26:43.203853,10.83
TEL-10389,MV Fleet_12,Container,18.27,3.0,30191,Underway,2026-05-28 17:41:43.203853,8.94
TEL-10390,MV Fleet_16,Bulk Carrier,12.77,9.0,48809,Underway,2026-05-28 17:56:43.203853,16.63
TEL-10391,MV Fleet_16,Tanker,10.02,1.0,25791,Anchored,2026-05-28 18:11:43.203853,3.22
TEL-10392,MV Fleet_07,Bulk Carrier,21.48,8.0,8807,Underway,2026-05-28 18:26:43.203853,21.04
TEL-10393,MV Fleet_04,Container,13.79,,31648,Underway,2026-05-28 18:41:43.203853,16.81
TEL-10394,MV Fleet_01,Bulk Carrier,18.57,7.0,36090,Underway,2026-05-28 18:56:43.203853,14.75
TEL-10395,MV Fleet_05,Container,15.53,5.0,30100,Underway,2026-05-28 19:11:43.203853,11.7
TEL-10396,MV Fleet_10,Container,11.18,4.0,35949,Underway,2026-05-28 19:26:43.203853,12.09
TEL-10397,MV Fleet_05,Bulk Carrier,17.63,6.0,40941,Anchored,2026-05-28 19:41:43.203853,12.06
TEL-10398,MV Fleet_04,Bulk Carrier,8.97,1.0,22857,Anchored,2026-05-28 19:56:43.203853,2.89
TEL-10399,MV Fleet_02,Container,14.61,5.0,32850,Underway,2026-05-28 20:11:43.203853,12.45
TEL-10400,MV Fleet_20,Tanker,16.75,4.0,47967,Underway,2026-05-28 20:26:43.203853,10.46
TEL-10401,MV Fleet_10,LNG Carrier,14.98,4.0,7412,Underway,2026-05-28 20:41:43.203853,9.5
TEL-10402,MV Fleet_19,Container,19.98,7.0,8182,Moored,2026-05-28 20:56:43.203853,16.3
TEL-10403,MV Fleet_01,Bulk Carrier,21.25,9.0,25948,Underway,2026-05-28 21:11:43.203853,19.12
TEL-10404,MV Fleet_05,Bulk Carrier,20.34,8.0,38782,Moored,2026-05-28 21:26:43.203853,18.45
TEL-10405,MV Fleet_13,Tanker,8.62,8.0,22253,Anchored,2026-05-28 21:41:43.203853,15.1
TEL-10406,MV Fleet_04,LNG Carrier,11.11,5.0,44681,Underway,2026-05-28 21:56:43.203853,7.99
TEL-10407,MV Fleet_16,Container,16.59,6.0,40495,Underway,2026-05-28 22:11:43.203853,14.14
TEL-10408,MV Fleet_16,Container,22.96,2.0,7852,Underway,2026-05-28 22:26:43.203853,12.85
TEL-10409,MV Fleet_02,LNG Carrier,21.36,3.0,46845,Underway,2026-05-28 22:41:43.203853,11.75
TEL-10410,MV Fleet_17,Container,21.48,5.0,23992,Underway,2026-05-28 22:56:43.203853,14.22
TEL-10411,MV Fleet_20,LNG Carrier,12.85,2.0,6273,Underway,2026-05-28 23:11:43.203853,7.08
TEL-10412,MV Fleet_12,Bulk Carrier,14.87,3.0,12649,Underway,2026-05-28 23:26:43.203853,7.08
TEL-10413,MV Fleet_18,LNG Carrier,15.53,4.0,34002,Underway,2026-05-28 23:41:43.203853,10.87
TEL-10414,MV Fleet_03,Container,10.52,6.0,39723,Underway,2026-05-28 23:56:43.203853,10.94
TEL-10415,MV Fleet_01,LNG Carrier,8.5,5.0,13778,Underway,2026-05-29 00:11:43.203853,9.11
TEL-10416,MV Fleet_01,Tanker,23.15,4.0,29776,Underway,2026-05-29 00:26:43.203853,16.87
TEL-10417,MV Fleet_19,Bulk Carrier,11.85,2.0,9549,Anchored,2026-05-29 00:41:43.203853,7.41
TEL-10418,MV Fleet_11,Bulk Carrier,11.84,5.0,20863,Underway,2026-05-29 00:56:43.203853,12.39
TEL-10419,MV Fleet_05,LNG Carrier,9.33,5.0,16809,Underway,2026-05-29 01:11:43.203853,8.05
TEL-10420,MV Fleet_12,Container,22.86,7.0,13302,Underway,2026-05-29 01:26:43.203853,17.14
TEL-10421,MV Fleet_03,Tanker,17.28,1.0,13100,Underway,2026-05-29 01:41:43.203853,7.28
TEL-10422,MV Fleet_01,Bulk Carrier,18.67,4.0,7911,Underway,2026-05-29 01:56:43.203853,12.28
TEL-10423,MV Fleet_01,Bulk Carrier,22.59,5.0,17091,Underway,2026-05-29 02:11:43.203853,12.55
TEL-10424,MV Fleet_08,Container,13.53,8.0,14099,Moored,2026-05-29 02:26:43.203853,15.86
TEL-10425,MV Fleet_10,Container,17.94,8.0,10663,Underway,2026-05-29 02:41:43.203853,20.49
TEL-10426,MV Fleet_11,Tanker,8.62,1.0,34904,Underway,2026-05-29 02:56:43.203853,5.9
TEL-10427,MV Fleet_12,LNG Carrier,10.99,5.0,33291,Anchored,2026-05-29 03:11:43.203853,8.8
TEL-10428,MV Fleet_13,Container,21.3,1.0,49649,Underway,2026-05-29 03:26:43.203853,9.82
TEL-10429,MV Fleet_12,LNG Carrier,20.27,1.0,46066,Underway,2026-05-29 03:41:43.203853,6.83
TEL-10430,MV Fleet_14,Tanker,13.61,2.0,41104,Anchored,2026-05-29 03:56:43.203853,6.24
TEL-10431,MV Fleet_02,LNG Carrier,14.03,2.0,44137,Underway,2026-05-29 04:11:43.203853,5.33
TEL-10432,MV Fleet_19,Bulk Carrier,16.54,9.0,7534,Underway,2026-05-29 04:26:43.203853,16.46
TEL-10433,MV Fleet_18,LNG Carrier,8.0,4.0,7226,Underway,2026-05-29 04:41:43.203853,8.7
TEL-10434,MV Fleet_03,Tanker,11.86,3.0,14585,Anchored,2026-05-29 04:56:43.203853,7.61
TEL-10435,MV Fleet_17,Tanker,11.33,1.0,32260,Moored,2026-05-29 05:11:43.203853,4.65
TEL-10436,MV Fleet_08,Tanker,12.01,2.0,32411,Anchored,2026-05-29 05:26:43.203853,6.69
TEL-10437,MV Fleet_10,LNG Carrier,20.89,6.0,37934,Underway,2026-05-29 05:41:43.203853,16.31
TEL-10438,MV Fleet_02,Bulk Carrier,12.47,9.0,15902,Anchored,2026-05-29 05:56:43.203853,14.86
TEL-10439,MV Fleet_19,Container,11.06,5.0,41392,Moored,2026-05-29 06:11:43.203853,10.19
TEL-10440,MV Fleet_09,Bulk Carrier,16.07,4.0,23731,Moored,2026-05-29 06:26:43.203853,10.16
TEL-10441,MV Fleet_07,LNG Carrier,21.85,5.0,22788,Anchored,2026-05-29 06:41:43.203853,14.78
TEL-10442,MV Fleet_04,LNG Carrier,11.86,9.0,36126,Underway,2026-05-29 06:56:43.203853,14.76
TEL-10443,MV Fleet_18,Container,9.26,7.0,47485,Underway,2026-05-29 07:11:43.203853,10.0
TEL-10444,MV Fleet_13,LNG Carrier,13.7,8.0,7774,Underway,2026-05-29 07:26:43.203853,14.57
TEL-10445,MV Fleet_11,Tanker,19.96,4.0,14017,Underway,2026-05-29 07:41:43.203853,13.31
TEL-10446,MV Fleet_04,Tanker,16.81,8.0,30700,Underway,2026-05-29 07:56:43.203853,16.74
TEL-10447,MV Fleet_04,Tanker,21.07,6.0,30144,Moored,2026-05-29 08:11:43.203853,18.79
TEL-10448,MV Fleet_10,Tanker,23.35,5.0,34910,Underway,2026-05-29 08:26:43.203853,15.88
TEL-10449,MV Fleet_05,Tanker,20.68,7.0,47918,Underway,2026-05-29 08:41:43.203853,17.69
TEL-10450,MV Fleet_09,LNG Carrier,17.66,6.0,41507,Underway,2026-05-29 08:56:43.203853,14.3
TEL-10451,MV Fleet_03,Container,15.89,3.0,31685,Underway,2026-05-29 09:11:43.203853,7.31
TEL-10452,MV Fleet_17,Container,8.64,5.0,29402,Underway,2026-05-29 09:26:43.203853,9.03
TEL-10453,MV Fleet_03,Tanker,23.75,9.0,42232,Underway,2026-05-29 09:41:43.203853,20.62
TEL-10454,MV Fleet_16,LNG Carrier,14.14,7.0,35063,Anchored,2026-05-29 09:56:43.203853,14.01
TEL-10455,MV Fleet_04,Bulk Carrier,10.44,4.0,29125,Underway,2026-05-29 10:11:43.203853,5.52
TEL-10456,MV Fleet_18,Bulk Carrier,18.67,7.0,29020,Underway,2026-05-29 10:26:43.203853,16.19
TEL-10457,MV Fleet_17,LNG Carrier,12.55,5.0,36703,Underway,2026-05-29 10:41:43.203853,10.67
TEL-10458,MV Fleet_07,Tanker,17.37,2.0,36769,Underway,2026-05-29 10:56:43.203853,8.46
TEL-10459,MV Fleet_05,Container,17.39,6.0,18746,Underway,2026-05-29 11:11:43.203853,11.98
TEL-10460,MV Fleet_12,LNG Carrier,15.13,7.0,9094,Underway,2026-05-29 11:26:43.203853,15.27
TEL-10461,MV Fleet_17,Bulk Carrier,21.38,8.0,7930,Underway,2026-05-29 11:41:43.203853,20.28
TEL-10462,MV Fleet_13,Bulk Carrier,12.24,6.0,38531,Underway,2026-05-29 11:56:43.203853,10.39
TEL-10463,MV Fleet_03,Bulk Carrier,15.18,8.0,35755,Underway,2026-05-29 12:11:43.203853,17.55
TEL-10464,MV Fleet_09,Tanker,16.6,7.0,35105,Moored,2026-05-29 12:26:43.203853,15.53
TEL-10465,MV Fleet_17,Bulk Carrier,18.62,2.0,16552,Anchored,2026-05-29 12:41:43.203853,8.68
TEL-10466,MV Fleet_17,LNG Carrier,20.54,6.0,41218,Underway,2026-05-29 12:56:43.203853,16.67
TEL-10467,MV Fleet_20,LNG Carrier,14.32,9.0,24779,Underway,2026-05-29 13:11:43.203853,19.62
TEL-10468,MV Fleet_16,Bulk Carrier,18.34,6.0,34000,Underway,2026-05-29 13:26:43.203853,14.41
TEL-10469,MV Fleet_13,LNG Carrier,10.41,4.0,25103,Underway,2026-05-29 13:41:43.203853,7.41
TEL-10470,MV Fleet_19,Bulk Carrier,22.92,7.0,19102,Underway,2026-05-29 13:56:43.203853,21.83
TEL-10471,MV Fleet_17,Bulk Carrier,14.13,3.0,6861,Underway,2026-05-29 14:11:43.203853,7.85
TEL-10472,MV Fleet_04,Container,19.67,5.0,48574,Underway,2026-05-29 14:26:43.203853,14.38
TEL-10473,MV Fleet_12,Tanker,8.33,1.0,37682,Moored,2026-05-29 14:41:43.203853,2.71
TEL-10474,MV Fleet_09,Tanker,11.28,3.0,18283,Moored,2026-05-29 14:56:43.203853,4.55
TEL-10475,MV Fleet_19,Container,15.79,8.0,30597,Underway,2026-05-29 15:11:43.203853,15.9
TEL-10476,MV Fleet_12,Container,22.05,9.0,17436,Underway,2026-05-29 15:26:43.203853,22.86
TEL-10477,MV Fleet_09,Tanker,16.44,9.0,33424,Underway,2026-05-29 15:41:43.203853,16.95
TEL-10478,MV Fleet_07,Bulk Carrier,22.88,2.0,13890,Underway,2026-05-29 15:56:43.203853,13.16
TEL-10479,MV Fleet_14,Bulk Carrier,15.74,4.0,43297,Underway,2026-05-29 16:11:43.203853,11.48
TEL-10480,MV Fleet_20,Tanker,15.85,5.0,13299,Moored,2026-05-29 16:26:43.203853,10.38
TEL-10481,MV Fleet_19,Bulk Carrier,9.92,3.0,46348,Anchored,2026-05-29 16:41:43.203853,4.67
TEL-10482,MV Fleet_15,Container,20.84,1.0,46384,Underway,2026-05-29 16:56:43.203853,6.64
